사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Feb-20,수인선,1878,달월,0 ,0 ,0 ,1 ,29 ,94 ,89 ,69 ,76 ,417 ,110 ,97 ,36 ,17 ,34 ,49 ,43 ,44 ,72 ,54 ,44 ,28 ,96 ,50 ,134 ,34 ,525 ,61 ,350 ,91 ,91 ,42 ,17 ,38 ,20 ,24 ,3 ,11 ,1 ,15 ,4 ,11 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1879,월곶,3 ,0 ,991 ,196 ,2635 ,1194 ,7366 ,2058 ,5991 ,2260 ,3429 ,2193 ,2601 ,1870 ,2823 ,2398 ,2821 ,2319 ,2839 ,2503 ,2743 ,2502 ,2673 ,2825 ,2917 ,3146 ,3548 ,4311 ,3946 ,7025 ,3104 ,4987 ,1888 ,3261 ,1712 ,3061 ,1058 ,2625 ,665 ,1765 ,12 ,363 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1880,소래포구,0 ,0 ,1835 ,382 ,4814 ,1601 ,11698 ,2695 ,9336 ,5842 ,5018 ,5462 ,4002 ,3637 ,4361 ,4299 ,6073 ,5636 ,5609 ,5665 ,5853 ,5636 ,6766 ,5500 ,7394 ,5668 ,6883 ,7011 ,6639 ,9790 ,4313 ,8246 ,3043 ,5205 ,3380 ,4657 ,2766 ,4149 ,1548 ,3013 ,161 ,772 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1881,인천논현,0 ,0 ,1739 ,573 ,4833 ,3717 ,11298 ,7041 ,11300 ,14114 ,7067 ,9233 ,6085 ,5770 ,6131 ,5863 ,6917 ,7288 ,7283 ,8117 ,7145 ,7616 ,7894 ,7883 ,8270 ,8514 ,11078 ,11157 ,13294 ,15537 ,8061 ,11895 ,6510 ,7282 ,7191 ,6146 ,5337 ,5079 ,3174 ,3061 ,347 ,755 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1882,호구포,0 ,0 ,1245 ,801 ,2769 ,4384 ,5325 ,15283 ,6374 ,15434 ,3763 ,3794 ,3007 ,2266 ,2894 ,2309 ,3455 ,2699 ,3526 ,2814 ,3550 ,2892 ,3621 ,3239 ,4262 ,3469 ,11145 ,4798 ,14321 ,6590 ,5046 ,5063 ,5320 ,3101 ,3357 ,2941 ,1921 ,2317 ,1127 ,1786 ,152 ,437 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1883,남동인더스파크,0 ,0 ,346 ,688 ,731 ,3343 ,983 ,15824 ,1576 ,18100 ,1128 ,3041 ,1244 ,1497 ,1463 ,1451 ,1528 ,1426 ,1678 ,1396 ,1951 ,1037 ,2878 ,1031 ,2860 ,862 ,9969 ,1305 ,12523 ,1573 ,4640 ,1781 ,3981 ,1142 ,2148 ,638 ,660 ,411 ,264 ,318 ,25 ,89 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1884,원인재,16 ,6 ,2794 ,557 ,5686 ,1938 ,11807 ,3760 ,13426 ,6014 ,7319 ,3726 ,4987 ,3502 ,5189 ,3823 ,5218 ,4260 ,5876 ,5197 ,5212 ,4895 ,4945 ,5694 ,5175 ,6625 ,6253 ,8934 ,7083 ,13911 ,3955 ,10082 ,3281 ,7491 ,3261 ,6723 ,2413 ,5788 ,1565 ,3802 ,242 ,1291 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1885,연수,3 ,0 ,1773 ,665 ,4701 ,2073 ,11751 ,3520 ,10798 ,9095 ,6039 ,5953 ,4844 ,5463 ,4989 ,5207 ,5623 ,5367 ,6231 ,6253 ,6017 ,5841 ,6036 ,6299 ,6208 ,7007 ,7791 ,9635 ,10747 ,15211 ,5424 ,9902 ,4587 ,6959 ,4915 ,5200 ,4281 ,4155 ,2726 ,3183 ,437 ,820 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1886,송도,1 ,0 ,1424 ,213 ,3001 ,1051 ,8302 ,1498 ,8155 ,2588 ,3677 ,2171 ,2758 ,2109 ,3140 ,2348 ,3866 ,2494 ,3821 ,2838 ,3448 ,2962 ,3229 ,3396 ,3189 ,4230 ,3483 ,5103 ,4003 ,7669 ,2214 ,4993 ,1433 ,3123 ,1202 ,3097 ,810 ,2763 ,400 ,2200 ,43 ,511 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1888,인하대,5 ,0 ,2086 ,483 ,6821 ,2444 ,17012 ,3591 ,13455 ,8336 ,5910 ,5391 ,4741 ,3600 ,5055 ,3831 ,5629 ,4690 ,5818 ,5413 ,5608 ,5328 ,6002 ,5923 ,7988 ,6702 ,8306 ,10337 ,8025 ,16743 ,4708 ,9401 ,3597 ,6134 ,3698 ,6168 ,3175 ,5435 ,2078 ,2861 ,87 ,1020 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1889,숭의,11 ,1 ,2405 ,692 ,4387 ,2289 ,10468 ,6336 ,8921 ,9244 ,4487 ,4030 ,3901 ,3259 ,4123 ,2899 ,4467 ,3545 ,4363 ,4117 ,4212 ,3639 ,4546 ,3978 ,5169 ,4379 ,7714 ,6009 ,8941 ,9002 ,3588 ,5686 ,2186 ,3676 ,1905 ,3736 ,1455 ,3150 ,857 ,1754 ,14 ,614 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1890,신포,2 ,0 ,872 ,116 ,1124 ,974 ,2384 ,2404 ,2184 ,5887 ,1344 ,2427 ,1315 ,1988 ,1414 ,2049 ,1885 ,2120 ,2219 ,2209 ,2054 ,2214 ,2338 ,2187 ,2656 ,2216 ,3402 ,2765 ,5976 ,3639 ,2062 ,2355 ,1869 ,1376 ,1817 ,1019 ,1147 ,989 ,619 ,509 ,3 ,207 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,수인선,1891,인천,43 ,2 ,394 ,61 ,719 ,968 ,1611 ,2076 ,1563 ,3202 ,1045 ,1112 ,1104 ,1377 ,1041 ,1547 ,1346 ,1825 ,1254 ,1996 ,1255 ,1891 ,1306 ,2384 ,1846 ,2331 ,2001 ,2317 ,1728 ,3225 ,893 ,2189 ,594 ,1660 ,560 ,1563 ,276 ,1254 ,103 ,641 ,3 ,263 ,0 ,0 ,0 ,1 ,0 ,0 
Feb-20,경강선,1501,판교,5 ,0 ,571 ,12 ,1277 ,4682 ,3546 ,9924 ,2627 ,25478 ,1567 ,19707 ,1444 ,7301 ,1863 ,5395 ,2250 ,3920 ,2987 ,3793 ,3500 ,3362 ,5423 ,2948 ,5773 ,3231 ,10145 ,4267 ,21416 ,4061 ,15637 ,3292 ,12610 ,1356 ,9020 ,1277 ,4535 ,834 ,1458 ,543 ,2 ,178 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경강선,1502,이매,6 ,1 ,394 ,21 ,1136 ,624 ,3327 ,1378 ,3065 ,2653 ,1645 ,1707 ,1169 ,969 ,970 ,702 ,1261 ,815 ,1143 ,1011 ,1191 ,941 ,1760 ,976 ,1337 ,1089 ,1485 ,1413 ,1890 ,2304 ,1166 ,2175 ,887 ,1038 ,948 ,987 ,951 ,693 ,253 ,312 ,11 ,102 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경강선,1503,삼동,0 ,0 ,794 ,95 ,3478 ,745 ,9693 ,1803 ,11429 ,2081 ,6280 ,876 ,3125 ,813 ,2250 ,1045 ,2474 ,1083 ,2477 ,1410 ,1761 ,1716 ,1654 ,1914 ,1823 ,3233 ,2447 ,4193 ,2603 ,7385 ,1156 ,7714 ,845 ,4451 ,612 ,3976 ,363 ,3169 ,127 ,1542 ,5 ,24 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경강선,1504,경기광주,0 ,0 ,1821 ,265 ,9912 ,1666 ,28287 ,3907 ,32275 ,6134 ,16209 ,3776 ,9465 ,2991 ,8567 ,3548 ,8768 ,4177 ,7962 ,5077 ,6423 ,5956 ,5995 ,6994 ,6747 ,9169 ,7267 ,12502 ,7340 ,26035 ,3699 ,24742 ,2685 ,15650 ,2236 ,12418 ,1387 ,8052 ,621 ,6119 ,0 ,43 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경강선,1505,초월,1 ,1 ,940 ,24 ,3596 ,795 ,9700 ,2833 ,10951 ,3862 ,6158 ,1369 ,3579 ,1296 ,3316 ,1258 ,3253 ,1650 ,2825 ,1945 ,2378 ,2018 ,2187 ,2456 ,2679 ,3389 ,3763 ,4122 ,4358 ,8606 ,1747 ,7675 ,1147 ,6643 ,905 ,4039 ,448 ,4245 ,174 ,3265 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경강선,1506,곤지암,1 ,0 ,497 ,46 ,1643 ,875 ,4889 ,3456 ,4298 ,4437 ,3169 ,1717 ,2326 ,1388 ,2751 ,1316 ,2504 ,1772 ,2160 ,1746 ,2124 ,1905 ,2212 ,2125 ,2496 ,2635 ,4471 ,2890 ,5172 ,4013 ,1965 ,4766 ,1210 ,2552 ,802 ,2827 ,421 ,2166 ,217 ,1635 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 
Feb-20,경강선,1507,신둔도예촌,0 ,0 ,407 ,56 ,1587 ,259 ,3412 ,1473 ,3193 ,2510 ,1923 ,931 ,1555 ,607 ,1364 ,788 ,1375 ,971 ,1300 ,910 ,1057 ,988 ,1088 ,1184 ,1351 ,1260 ,2925 ,1723 ,2222 ,2504 ,852 ,2939 ,604 ,1728 ,461 ,1865 ,220 ,1344 ,101 ,1147 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경강선,1508,이천,9 ,0 ,712 ,15 ,2155 ,719 ,6076 ,3545 ,5787 ,5867 ,3980 ,3287 ,3265 ,2262 ,3424 ,2864 ,3478 ,2807 ,3293 ,3204 ,3120 ,3013 ,3115 ,3467 ,3524 ,3959 ,4137 ,4545 ,5851 ,5926 ,2946 ,5950 ,2325 ,4859 ,2061 ,2765 ,1125 ,3449 ,442 ,1741 ,0 ,584 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경강선,1509,부발,1 ,0 ,449 ,28 ,1624 ,1146 ,3871 ,3407 ,3617 ,3767 ,2536 ,1536 ,2139 ,1120 ,2254 ,1279 ,2600 ,1351 ,2029 ,1589 ,1776 ,1546 ,2222 ,1647 ,2558 ,2109 ,4145 ,2700 ,4926 ,2718 ,1849 ,3869 ,1667 ,2981 ,1169 ,2335 ,756 ,2351 ,364 ,1822 ,4 ,1056 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경강선,1510,세종대왕릉,0 ,0 ,147 ,4 ,311 ,47 ,629 ,349 ,715 ,427 ,510 ,246 ,474 ,222 ,423 ,362 ,320 ,337 ,366 ,254 ,365 ,350 ,336 ,395 ,447 ,395 ,535 ,400 ,602 ,418 ,149 ,702 ,74 ,381 ,70 ,359 ,18 ,195 ,10 ,311 ,1 ,78 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,경강선,1511,여주,2 ,0 ,806 ,9 ,2144 ,349 ,4658 ,1439 ,4109 ,1989 ,2765 ,2188 ,2780 ,1522 ,2598 ,1974 ,2625 ,2418 ,2520 ,2243 ,2601 ,2540 ,2873 ,2364 ,2925 ,3392 ,2732 ,2911 ,2609 ,3352 ,1979 ,4992 ,1394 ,3485 ,962 ,1748 ,495 ,1857 ,165 ,2005 ,2 ,875 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2511,방화,3 ,0 ,4711 ,2 ,9729 ,2997 ,26348 ,4297 ,24207 ,11624 ,12322 ,6871 ,9327 ,4919 ,8571 ,4992 ,9717 ,5788 ,9464 ,6493 ,7742 ,7013 ,7632 ,8302 ,8443 ,9753 ,9174 ,10740 ,10880 ,18545 ,4959 ,20435 ,3695 ,12041 ,2920 ,10380 ,2098 ,10037 ,1049 ,6368 ,197 ,2283 ,0 ,255 ,0 ,0 ,0 ,0 
Feb-20,5호선,2512,개화산,0 ,0 ,3263 ,337 ,6037 ,4150 ,19127 ,5316 ,18518 ,16858 ,9191 ,5831 ,6227 ,4189 ,5872 ,4438 ,6509 ,5604 ,6578 ,5409 ,6174 ,5784 ,6098 ,6294 ,6655 ,7119 ,10237 ,8153 ,14487 ,13650 ,6474 ,14212 ,4080 ,8153 ,3075 ,8012 ,2987 ,7253 ,926 ,4294 ,126 ,1745 ,0 ,88 ,0 ,0 ,0 ,0 
Feb-20,5호선,2513,김포공항,4 ,0 ,459 ,2384 ,1677 ,7870 ,4839 ,12682 ,6236 ,16136 ,6337 ,9552 ,5502 ,9212 ,7225 ,9873 ,7253 ,11432 ,8978 ,11462 ,10197 ,10992 ,12217 ,10128 ,11576 ,10569 ,16466 ,11619 ,24455 ,11628 ,15279 ,8251 ,12221 ,3916 ,11190 ,2579 ,10149 ,1663 ,2950 ,938 ,207 ,392 ,0 ,1 ,0 ,0 ,0 ,0 
Feb-20,5호선,2514,송정,62 ,1 ,3908 ,1090 ,7164 ,4321 ,20112 ,6652 ,22352 ,11456 ,12975 ,6804 ,9393 ,5594 ,8653 ,5856 ,8955 ,6834 ,8509 ,7169 ,8253 ,7813 ,7976 ,8990 ,9483 ,9907 ,11931 ,12057 ,14361 ,18291 ,7790 ,17562 ,5778 ,10603 ,5195 ,8874 ,4196 ,8777 ,2312 ,5848 ,342 ,1938 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2515,마곡,1 ,0 ,1677 ,1508 ,5426 ,5602 ,20314 ,8982 ,20374 ,29739 ,9419 ,16330 ,6721 ,6710 ,6123 ,4958 ,6691 ,5639 ,7063 ,6753 ,7230 ,6394 ,8649 ,6705 ,11541 ,7513 ,18317 ,9069 ,24245 ,15003 ,11045 ,14888 ,7061 ,7606 ,5245 ,6486 ,3535 ,6786 ,1839 ,4124 ,271 ,1662 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2516,발산,0 ,0 ,3121 ,2204 ,8462 ,14282 ,24674 ,26721 ,25983 ,90558 ,14482 ,48500 ,13083 ,23434 ,15238 ,21915 ,18595 ,22235 ,21854 ,23888 ,22810 ,22106 ,27689 ,20366 ,33325 ,21855 ,51067 ,25913 ,73930 ,40845 ,35921 ,35002 ,27300 ,16773 ,27648 ,12988 ,22007 ,11314 ,9603 ,6636 ,1203 ,2578 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2517,우장산,1 ,0 ,4934 ,942 ,18258 ,3955 ,51755 ,9648 ,54490 ,17435 ,26874 ,13235 ,18686 ,11804 ,18675 ,11413 ,20838 ,13773 ,19925 ,15561 ,17336 ,17049 ,17564 ,18894 ,17972 ,20603 ,19138 ,26224 ,17832 ,47846 ,10970 ,43934 ,7864 ,24430 ,7203 ,20595 ,5631 ,21544 ,2262 ,12703 ,289 ,3591 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2518,화곡,135 ,0 ,19796 ,1506 ,35755 ,9022 ,107394 ,12510 ,144192 ,25991 ,65870 ,24388 ,38117 ,16558 ,34550 ,17716 ,35509 ,19990 ,34661 ,24432 ,30112 ,25992 ,28124 ,32056 ,30058 ,39909 ,32891 ,54510 ,36073 ,108836 ,22263 ,95908 ,15858 ,55952 ,14225 ,46322 ,11432 ,43530 ,5006 ,26755 ,733 ,7431 ,0 ,1 ,0 ,0 ,0 ,0 
Feb-20,5호선,2519,까치산,116 ,0 ,20798 ,1161 ,36667 ,8422 ,117034 ,9882 ,150766 ,21269 ,73026 ,17254 ,40124 ,16357 ,34599 ,17807 ,36605 ,21789 ,34566 ,25057 ,30007 ,28813 ,27650 ,36247 ,27916 ,45043 ,28799 ,57746 ,31328 ,110091 ,20376 ,103946 ,15619 ,61007 ,13457 ,54038 ,10911 ,46985 ,5673 ,29822 ,871 ,8459 ,3 ,430 ,0 ,0 ,0 ,0 
Feb-20,5호선,2520,신정(은행정),33 ,0 ,9955 ,817 ,18978 ,3869 ,57838 ,5512 ,77798 ,12019 ,33838 ,8101 ,17472 ,6686 ,14449 ,6396 ,14168 ,8001 ,13969 ,8864 ,11775 ,10037 ,10607 ,13025 ,11016 ,15587 ,13070 ,21622 ,15149 ,38712 ,8350 ,34874 ,5629 ,21397 ,4535 ,18816 ,4385 ,17863 ,1758 ,12155 ,263 ,3308 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2521,목동,0 ,0 ,7241 ,1302 ,17611 ,6090 ,56762 ,11173 ,72079 ,27622 ,31830 ,21430 ,20389 ,14869 ,18970 ,13164 ,20234 ,15454 ,20596 ,19539 ,18793 ,19958 ,19208 ,22435 ,20229 ,26338 ,24293 ,37162 ,29915 ,73470 ,16765 ,61465 ,12929 ,32144 ,12173 ,27308 ,12562 ,26063 ,5281 ,15682 ,777 ,4711 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2522,오목교(목동운동장앞),12 ,0 ,4118 ,1666 ,12704 ,8423 ,44260 ,22369 ,55711 ,75510 ,26607 ,56588 ,19210 ,31417 ,21123 ,28856 ,24471 ,30766 ,26900 ,35388 ,27963 ,33307 ,31044 ,31617 ,36933 ,34178 ,45699 ,43055 ,73255 ,74736 ,40140 ,55614 ,42782 ,26301 ,30652 ,21509 ,30285 ,20669 ,10388 ,12548 ,1396 ,3056 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2523,양평,0 ,0 ,1976 ,896 ,5513 ,3339 ,19769 ,7755 ,25409 ,37582 ,9805 ,15043 ,6215 ,5291 ,5716 ,4984 ,6239 ,4900 ,6684 ,5409 ,6223 ,5167 ,6577 ,5809 ,7404 ,6426 ,12104 ,9005 ,31698 ,19167 ,10199 ,15679 ,5996 ,8140 ,4683 ,7567 ,3434 ,7433 ,1743 ,4505 ,179 ,1393 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2524,영등포구청,9 ,0 ,875 ,429 ,1823 ,1501 ,6264 ,4139 ,10894 ,19801 ,4480 ,9230 ,3154 ,4438 ,3491 ,3312 ,3499 ,3189 ,4087 ,3938 ,4084 ,4065 ,4431 ,3999 ,5305 ,3952 ,7057 ,4835 ,16460 ,9532 ,6833 ,6448 ,3612 ,3536 ,3247 ,3281 ,2563 ,2671 ,1204 ,1752 ,193 ,425 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2525,영등포시장,0 ,0 ,2484 ,813 ,4799 ,5577 ,16121 ,11090 ,26249 ,34997 ,11068 ,19074 ,7985 ,13213 ,8603 ,12307 ,10018 ,13810 ,11014 ,15657 ,11859 ,14346 ,13960 ,12159 ,17281 ,11621 ,22157 ,13726 ,34226 ,24662 ,15327 ,16727 ,10080 ,9138 ,8419 ,8653 ,6713 ,7516 ,2997 ,4687 ,462 ,1201 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2526,신길,37 ,0 ,1933 ,413 ,2836 ,2198 ,10223 ,4071 ,16389 ,15449 ,6021 ,6454 ,3146 ,2362 ,2933 ,2278 ,3317 ,2513 ,3457 ,3199 ,2794 ,2978 ,3135 ,3103 ,3916 ,3919 ,5451 ,6596 ,12790 ,13873 ,4370 ,8678 ,2540 ,5699 ,2495 ,5876 ,1825 ,5655 ,967 ,3759 ,136 ,836 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2527,여의도,4 ,0 ,2071 ,2367 ,3846 ,24348 ,8531 ,116453 ,13415 ,213953 ,9910 ,68600 ,9371 ,23276 ,13846 ,21228 ,13808 ,19315 ,17858 ,21387 ,20567 ,17723 ,27080 ,15857 ,34022 ,16049 ,96287 ,18867 ,171249 ,28685 ,62162 ,16213 ,39644 ,8288 ,37799 ,6460 ,25281 ,5834 ,8091 ,3572 ,1077 ,1992 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2528,여의나루,1 ,0 ,776 ,1387 ,2359 ,11802 ,4391 ,23391 ,7941 ,57192 ,4272 ,14907 ,3256 ,6530 ,4086 ,5577 ,5897 ,5679 ,6050 ,6962 ,6682 ,7055 ,8919 ,6585 ,12999 ,7042 ,27540 ,7672 ,45124 ,9679 ,17340 ,6830 ,10797 ,4629 ,8633 ,3054 ,5384 ,2573 ,1822 ,1491 ,190 ,579 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2529,마포,21 ,0 ,2250 ,1013 ,6751 ,6462 ,22654 ,19766 ,35646 ,70422 ,15949 ,33003 ,11598 ,14961 ,12074 ,13432 ,13004 ,11676 ,15932 ,13667 ,14351 ,12609 ,15520 ,12602 ,17308 ,14398 ,26740 ,21002 ,58405 ,40255 ,22801 ,26281 ,16785 ,13871 ,18220 ,11478 ,12997 ,10317 ,5883 ,6493 ,736 ,1937 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2530,공덕,5 ,0 ,1735 ,761 ,4515 ,6931 ,17685 ,25483 ,28774 ,82465 ,12838 ,37707 ,9522 ,15057 ,11062 ,13520 ,13353 ,12830 ,14967 ,13567 ,14351 ,12782 ,15304 ,12591 ,18463 ,13762 ,32412 ,20098 ,66394 ,41192 ,25483 ,23568 ,17391 ,11587 ,18413 ,9866 ,14183 ,8959 ,6248 ,5712 ,969 ,1519 ,0 ,1 ,0 ,0 ,0 ,0 
Feb-20,5호선,2531,애오개,18 ,0 ,1896 ,430 ,4843 ,2988 ,17046 ,7463 ,26304 ,29980 ,11293 ,11778 ,7305 ,6127 ,7291 ,5653 ,7717 ,5780 ,8183 ,7167 ,7731 ,6960 ,8366 ,7574 ,8306 ,8225 ,11276 ,10649 ,23954 ,21491 ,8588 ,14617 ,5869 ,8692 ,4903 ,7477 ,3582 ,7507 ,1525 ,4690 ,193 ,2267 ,1 ,354 ,0 ,0 ,0 ,0 
Feb-20,5호선,2532,충정로(경기대입구),9 ,0 ,838 ,294 ,1835 ,1803 ,4649 ,6697 ,6999 ,34958 ,3822 ,15569 ,3253 ,4185 ,3509 ,3197 ,3974 ,3010 ,4247 ,3608 ,4354 ,3509 ,4662 ,3457 ,5080 ,3595 ,9949 ,4542 ,31090 ,7774 ,8710 ,5172 ,5090 ,3140 ,4441 ,3291 ,2913 ,3112 ,1089 ,2055 ,171 ,567 ,1 ,79 ,0 ,0 ,0 ,0 
Feb-20,5호선,2533,서대문,11 ,0 ,2478 ,1346 ,5068 ,18775 ,15110 ,47101 ,21527 ,146640 ,14139 ,37111 ,12284 ,18029 ,14292 ,14540 ,14743 ,13503 ,15557 ,17671 ,17426 ,14570 ,20568 ,12768 ,26050 ,12490 ,43756 ,15800 ,109681 ,23812 ,32834 ,15209 ,23550 ,9450 ,20609 ,8383 ,13801 ,7210 ,5540 ,4268 ,609 ,1387 ,0 ,34 ,0 ,0 ,0 ,0 
Feb-20,5호선,2534,광화문(세종문화회관),3 ,1 ,958 ,642 ,2953 ,21051 ,8138 ,76230 ,13692 ,290671 ,11893 ,103158 ,12051 ,44530 ,16991 ,39956 ,21955 ,36201 ,31204 ,42398 ,34275 ,34177 ,43352 ,27003 ,54394 ,25362 ,90266 ,28151 ,222222 ,38986 ,82336 ,21194 ,54903 ,8795 ,57669 ,6443 ,38175 ,4499 ,14763 ,2629 ,1590 ,852 ,0 ,5 ,0 ,0 ,0 ,0 
Feb-20,5호선,2535,종로3가,10 ,1 ,1346 ,396 ,1996 ,4743 ,2960 ,12766 ,4228 ,42284 ,5050 ,37449 ,7119 ,25178 ,10217 ,24037 ,14455 ,24494 ,17443 ,25561 ,18973 ,22134 ,22150 ,19827 ,26409 ,18890 ,34459 ,19046 ,55961 ,23460 ,32669 ,13973 ,25540 ,6886 ,27864 ,5436 ,23016 ,4335 ,10606 ,3180 ,1366 ,1055 ,0 ,15 ,0 ,0 ,0 ,0 
Feb-20,5호선,2536,을지로4가,1 ,1 ,439 ,360 ,614 ,4679 ,1080 ,13444 ,1749 ,41842 ,2123 ,19103 ,2906 ,10687 ,3774 ,8355 ,4381 ,7319 ,5641 ,7033 ,6885 ,6461 ,8313 ,5649 ,9386 ,4756 ,18826 ,4027 ,34367 ,4013 ,16583 ,2285 ,8436 ,1170 ,6380 ,1076 ,4299 ,905 ,1945 ,560 ,298 ,214 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2537,동대문역사문화공원,0 ,0 ,235 ,227 ,605 ,2544 ,949 ,8345 ,1545 ,34046 ,1635 ,10342 ,1738 ,3521 ,2370 ,2517 ,1752 ,2380 ,1993 ,2802 ,2454 ,2535 ,3225 ,2121 ,3554 ,2129 ,9528 ,2516 ,21704 ,2716 ,9142 ,1823 ,4430 ,1146 ,3537 ,1149 ,2478 ,1069 ,996 ,831 ,160 ,238 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2538,청구,3 ,0 ,1449 ,259 ,2571 ,1770 ,5473 ,3486 ,10649 ,14509 ,6258 ,7992 ,4744 ,3602 ,4745 ,3124 ,5057 ,3622 ,5132 ,3778 ,4833 ,3693 ,4912 ,4397 ,5768 ,4497 ,7407 ,5835 ,13248 ,9695 ,8120 ,7469 ,4801 ,4485 ,4044 ,3938 ,3049 ,4130 ,1524 ,2681 ,319 ,821 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2539,신금호,14 ,0 ,2422 ,272 ,5778 ,2224 ,18809 ,5521 ,27814 ,10410 ,13450 ,6664 ,8026 ,5289 ,7036 ,4588 ,7651 ,5616 ,7570 ,6268 ,6359 ,6584 ,6412 ,7681 ,7770 ,8788 ,7714 ,12163 ,9019 ,23387 ,6031 ,17014 ,4376 ,9880 ,3862 ,8774 ,2712 ,8358 ,1219 ,5571 ,188 ,1888 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2540,행당,11 ,3 ,3731 ,831 ,9631 ,2256 ,28019 ,4684 ,43122 ,8809 ,20008 ,6452 ,10847 ,4719 ,9429 ,5217 ,10017 ,6386 ,9838 ,7192 ,8048 ,7440 ,8107 ,8565 ,7615 ,10182 ,8369 ,15108 ,9443 ,29384 ,5970 ,22562 ,4467 ,12395 ,3646 ,11133 ,3237 ,10713 ,1211 ,6179 ,185 ,1934 ,0 ,0 ,0 ,0 ,0 ,0 
Feb-20,5호선,2541,왕십리(성동구청),13 ,0 ,1605 ,319 ,2159 ,2071 ,5041 ,4659 ,9156 ,16831 ,4705 ,8323 ,3920 ,5493 ,4214 ,5740 ,5058 ,6430 ,5717 ,7456 ,5717 ,7175 ,6436 ,7078 ,7058 ,7675 ,9433 ,9407 ,13835 ,15715 ,8214 ,10664 ,6839 ,5381 ,7788 ,4608 ,6469 ,3854 ,3320 ,2562 ,513 ,1485 ,0 ,235 ,0 ,0 ,0 ,0 
